customer_id,state,age_group,income_band,customer_segment,credit_score_band,tenure_band,estimated_income,tenure_years,estimated_credit_score
CUST002686,MI,25-34,75K-125K,Mass Market,Poor,1-3 Years,100000,2.0,560
CUST002687,NJ,35-44,75K-125K,Emerging Affluent,Fair,1-3 Years,100000,2.0,630
CUST002688,MI,35-44,40K-75K,Emerging Affluent,Good,5-10 Years,57500,7.0,700
CUST002689,CA,25-34,Under 40K,Mass Market,Poor,1-3 Years,30000,2.0,560
CUST002690,TN,35-44,75K-125K,Emerging Affluent,Good,10+ Years,100000,12.0,700
CUST002691,TX,25-34,Under 40K,Mass Market,Excellent,5-10 Years,30000,7.0,810
CUST002692,IL,45-54,Under 40K,Mass Market,Fair,3-5 Years,30000,4.0,630
CUST002693,VA,65+,75K-125K,Small Business,Excellent,10+ Years,100000,12.0,810
CUST002694,AZ,25-34,Under 40K,Small Business,Excellent,1-3 Years,30000,2.0,810
CUST002695,OR,55-64,200K+,Emerging Affluent,Very Good,5-10 Years,240000,7.0,760
CUST002696,VA,18-24,40K-75K,Mass Market,Fair,10+ Years,57500,12.0,630
CUST002697,IL,45-54,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST002698,CO,35-44,125K-200K,Mass Market,Fair,5-10 Years,160000,7.0,630
CUST002699,MA,45-54,125K-200K,Mass Market,Very Good,1-3 Years,160000,2.0,760
CUST002700,MD,45-54,40K-75K,Mass Market,Very Good,5-10 Years,57500,7.0,760
CUST002701,OR,45-54,Under 40K,Affluent,Very Good,10+ Years,30000,12.0,760
CUST002702,PA,35-44,Under 40K,Mass Market,Poor,0-1 Years,30000,0.5,560
CUST002703,IL,45-54,75K-125K,Emerging Affluent,Excellent,5-10 Years,100000,7.0,810
CUST002704,MN,35-44,125K-200K,Mass Market,Good,3-5 Years,160000,4.0,700
CUST002705,NJ,25-34,Under 40K,Affluent,Very Good,0-1 Years,30000,0.5,760
CUST002706,NY,35-44,125K-200K,Affluent,Good,1-3 Years,160000,2.0,700
CUST002707,MN,25-34,75K-125K,Emerging Affluent,Excellent,10+ Years,100000,12.0,810
CUST002708,NJ,35-44,125K-200K,Mass Market,Very Good,5-10 Years,160000,7.0,760
CUST002709,NY,45-54,40K-75K,Mass Market,Good,10+ Years,57500,12.0,700
CUST002710,OR,25-34,40K-75K,Mass Market,Excellent,5-10 Years,57500,7.0,810
CUST002711,WA,55-64,75K-125K,Mass Market,Poor,5-10 Years,100000,7.0,560
CUST002712,FL,65+,125K-200K,Mass Market,Excellent,0-1 Years,160000,0.5,810
CUST002713,MA,45-54,Under 40K,Affluent,Excellent,5-10 Years,30000,7.0,810
CUST002714,NY,18-24,Under 40K,Mass Market,Excellent,3-5 Years,30000,4.0,810
CUST002715,IL,45-54,Under 40K,Mass Market,Good,3-5 Years,30000,4.0,700
CUST002716,FL,45-54,40K-75K,Emerging Affluent,Fair,3-5 Years,57500,4.0,630
CUST002717,CO,45-54,Under 40K,Mass Market,Excellent,10+ Years,30000,12.0,810
CUST002718,CA,35-44,75K-125K,Mass Market,Fair,5-10 Years,100000,7.0,630
CUST002719,MD,25-34,40K-75K,Mass Market,Excellent,0-1 Years,57500,0.5,810
CUST002720,CO,45-54,40K-75K,Emerging Affluent,Very Good,10+ Years,57500,12.0,760
CUST002721,OR,65+,Under 40K,Emerging Affluent,Very Good,0-1 Years,30000,0.5,760
CUST002722,NC,25-34,40K-75K,Mass Market,Poor,1-3 Years,57500,2.0,560
CUST002723,NC,55-64,Under 40K,Emerging Affluent,Good,0-1 Years,30000,0.5,700
CUST002724,MA,18-24,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST002725,MA,45-54,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST002726,OH,55-64,75K-125K,Emerging Affluent,Good,10+ Years,100000,12.0,700
CUST002727,IL,55-64,Under 40K,Emerging Affluent,Very Good,5-10 Years,30000,7.0,760
CUST002728,MA,45-54,75K-125K,Mass Market,Very Good,3-5 Years,100000,4.0,760
CUST002729,NJ,55-64,40K-75K,Mass Market,Fair,1-3 Years,57500,2.0,630
CUST002730,MA,35-44,75K-125K,Mass Market,Very Good,0-1 Years,100000,0.5,760
CUST002731,MI,25-34,Under 40K,Emerging Affluent,Fair,1-3 Years,30000,2.0,630
CUST002732,MI,65+,40K-75K,Mass Market,Fair,1-3 Years,57500,2.0,630
CUST002733,CA,25-34,Under 40K,Emerging Affluent,Good,5-10 Years,30000,7.0,700
CUST002734,NC,35-44,125K-200K,Mass Market,Fair,0-1 Years,160000,0.5,630
CUST002735,WA,35-44,200K+,Mass Market,Good,10+ Years,240000,12.0,700
CUST002736,NC,55-64,75K-125K,Emerging Affluent,Fair,5-10 Years,100000,7.0,630
CUST002737,MI,18-24,Under 40K,Mass Market,Good,10+ Years,30000,12.0,700
CUST002738,MD,45-54,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST002739,AZ,18-24,40K-75K,Emerging Affluent,Excellent,1-3 Years,57500,2.0,810
CUST002740,GA,55-64,200K+,Mass Market,Very Good,0-1 Years,240000,0.5,760
CUST002741,MN,35-44,Under 40K,Mass Market,Poor,0-1 Years,30000,0.5,560
CUST002742,PA,25-34,40K-75K,Affluent,Very Good,3-5 Years,57500,4.0,760
CUST002743,MN,25-34,40K-75K,Emerging Affluent,Fair,1-3 Years,57500,2.0,630
CUST002744,TX,18-24,Under 40K,Mass Market,Very Good,1-3 Years,30000,2.0,760
CUST002745,CO,25-34,Under 40K,Emerging Affluent,Excellent,5-10 Years,30000,7.0,810
CUST002746,PA,18-24,40K-75K,Mass Market,Fair,0-1 Years,57500,0.5,630
CUST002747,GA,35-44,200K+,Affluent,Good,10+ Years,240000,12.0,700
CUST002748,MA,35-44,Under 40K,Mass Market,Fair,1-3 Years,30000,2.0,630
CUST002749,AZ,45-54,Under 40K,Mass Market,Good,1-3 Years,30000,2.0,700
CUST002750,VA,45-54,75K-125K,Mass Market,Fair,3-5 Years,100000,4.0,630
CUST002751,CO,25-34,75K-125K,Affluent,Fair,3-5 Years,100000,4.0,630
CUST002752,NJ,65+,125K-200K,Affluent,Good,1-3 Years,160000,2.0,700
CUST002753,NY,45-54,75K-125K,Affluent,Very Good,3-5 Years,100000,4.0,760
CUST002754,OR,18-24,40K-75K,Mass Market,Fair,10+ Years,57500,12.0,630
CUST002755,CO,18-24,Under 40K,Mass Market,Good,3-5 Years,30000,4.0,700
CUST002756,TN,25-34,40K-75K,Mass Market,Very Good,3-5 Years,57500,4.0,760
CUST002757,GA,55-64,75K-125K,Affluent,Good,5-10 Years,100000,7.0,700
CUST002758,WA,45-54,40K-75K,Emerging Affluent,Very Good,1-3 Years,57500,2.0,760
CUST002759,MD,18-24,75K-125K,Mass Market,Very Good,1-3 Years,100000,2.0,760
CUST002760,PA,55-64,125K-200K,Mass Market,Very Good,10+ Years,160000,12.0,760
CUST002761,OH,45-54,Under 40K,Emerging Affluent,Very Good,5-10 Years,30000,7.0,760
CUST002762,FL,45-54,75K-125K,Mass Market,Excellent,10+ Years,100000,12.0,810
CUST002763,PA,25-34,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST002764,MN,55-64,75K-125K,Mass Market,Fair,5-10 Years,100000,7.0,630
CUST002765,CO,45-54,75K-125K,Emerging Affluent,Excellent,10+ Years,100000,12.0,810
CUST002766,FL,55-64,Under 40K,Affluent,Good,10+ Years,30000,12.0,700
CUST002767,WA,18-24,40K-75K,Mass Market,Very Good,3-5 Years,57500,4.0,760
CUST002768,GA,25-34,40K-75K,Affluent,Very Good,5-10 Years,57500,7.0,760
CUST002769,PA,18-24,125K-200K,Affluent,Excellent,5-10 Years,160000,7.0,810
CUST002770,OR,35-44,75K-125K,Emerging Affluent,Good,3-5 Years,100000,4.0,700
CUST002771,TN,35-44,Under 40K,Mass Market,Excellent,10+ Years,30000,12.0,810
CUST002772,CA,35-44,75K-125K,Mass Market,Very Good,0-1 Years,100000,0.5,760
CUST002773,TX,65+,125K-200K,Affluent,Good,0-1 Years,160000,0.5,700
CUST002774,OR,35-44,125K-200K,Mass Market,Good,10+ Years,160000,12.0,700
CUST002775,NY,65+,200K+,Mass Market,Excellent,3-5 Years,240000,4.0,810
CUST002776,CA,55-64,40K-75K,Mass Market,Good,3-5 Years,57500,4.0,700
CUST002777,OH,55-64,Under 40K,Mass Market,Good,1-3 Years,30000,2.0,700
CUST002778,OR,18-24,75K-125K,Mass Market,Fair,10+ Years,100000,12.0,630
CUST002779,CO,25-34,Under 40K,Emerging Affluent,Good,3-5 Years,30000,4.0,700
CUST002780,NY,45-54,40K-75K,Small Business,Very Good,10+ Years,57500,12.0,760
CUST002781,CA,25-34,75K-125K,Mass Market,Fair,10+ Years,100000,12.0,630
CUST002782,PA,55-64,40K-75K,Mass Market,Poor,10+ Years,57500,12.0,560
CUST002783,VA,25-34,40K-75K,Affluent,Very Good,3-5 Years,57500,4.0,760
CUST002784,OH,45-54,40K-75K,Emerging Affluent,Good,5-10 Years,57500,7.0,700
CUST002785,NC,25-34,75K-125K,Affluent,Excellent,5-10 Years,100000,7.0,810
CUST002786,AZ,55-64,40K-75K,Mass Market,Very Good,10+ Years,57500,12.0,760
CUST002787,TN,18-24,40K-75K,Mass Market,Poor,0-1 Years,57500,0.5,560
CUST002788,PA,35-44,40K-75K,Mass Market,Excellent,3-5 Years,57500,4.0,810
CUST002789,OR,55-64,40K-75K,Mass Market,Fair,3-5 Years,57500,4.0,630
CUST002790,PA,65+,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST002791,MN,45-54,125K-200K,Mass Market,Fair,3-5 Years,160000,4.0,630
CUST002792,NC,35-44,75K-125K,Mass Market,Very Good,0-1 Years,100000,0.5,760
CUST002793,PA,18-24,200K+,Mass Market,Excellent,10+ Years,240000,12.0,810
CUST002794,IL,35-44,75K-125K,Emerging Affluent,Very Good,10+ Years,100000,12.0,760
CUST002795,VA,45-54,Under 40K,Mass Market,Very Good,10+ Years,30000,12.0,760
CUST002796,OH,25-34,40K-75K,Affluent,Good,3-5 Years,57500,4.0,700
CUST002797,GA,35-44,125K-200K,Mass Market,Fair,10+ Years,160000,12.0,630
CUST002798,NY,45-54,40K-75K,Mass Market,Very Good,3-5 Years,57500,4.0,760
CUST002799,CA,55-64,75K-125K,Mass Market,Very Good,3-5 Years,100000,4.0,760
CUST002800,MN,35-44,75K-125K,Affluent,Excellent,0-1 Years,100000,0.5,810
CUST002801,TN,25-34,40K-75K,Mass Market,Very Good,5-10 Years,57500,7.0,760
CUST002802,FL,35-44,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST002803,PA,18-24,Under 40K,Mass Market,Good,10+ Years,30000,12.0,700
CUST002804,TN,55-64,75K-125K,Affluent,Very Good,10+ Years,100000,12.0,760
CUST002805,OR,35-44,75K-125K,Emerging Affluent,Excellent,5-10 Years,100000,7.0,810
CUST002806,NC,35-44,75K-125K,Mass Market,Excellent,1-3 Years,100000,2.0,810
CUST002807,NY,45-54,125K-200K,Mass Market,Good,10+ Years,160000,12.0,700
CUST002808,MI,25-34,75K-125K,Emerging Affluent,Very Good,0-1 Years,100000,0.5,760
CUST002809,TX,65+,40K-75K,Affluent,Excellent,0-1 Years,57500,0.5,810
CUST002810,TN,18-24,Under 40K,Emerging Affluent,Poor,5-10 Years,30000,7.0,560
CUST002811,FL,45-54,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST002812,MA,25-34,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST002813,MN,18-24,75K-125K,Emerging Affluent,Good,0-1 Years,100000,0.5,700
CUST002814,GA,65+,40K-75K,Mass Market,Excellent,10+ Years,57500,12.0,810
CUST002815,NY,55-64,75K-125K,Mass Market,Good,3-5 Years,100000,4.0,700
CUST002816,VA,35-44,40K-75K,Mass Market,Very Good,10+ Years,57500,12.0,760
CUST002817,OR,35-44,40K-75K,Emerging Affluent,Good,10+ Years,57500,12.0,700
CUST002818,MN,35-44,200K+,Emerging Affluent,Excellent,1-3 Years,240000,2.0,810
CUST002819,OH,55-64,Under 40K,Mass Market,Excellent,1-3 Years,30000,2.0,810
CUST002820,NC,55-64,75K-125K,Affluent,Fair,3-5 Years,100000,4.0,630
CUST002821,NY,18-24,40K-75K,Mass Market,Very Good,1-3 Years,57500,2.0,760
CUST002822,FL,18-24,125K-200K,Mass Market,Excellent,0-1 Years,160000,0.5,810
CUST002823,MI,25-34,200K+,Emerging Affluent,Good,10+ Years,240000,12.0,700
CUST002824,CA,25-34,Under 40K,Mass Market,Poor,0-1 Years,30000,0.5,560
CUST002825,MN,25-34,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST002826,MA,55-64,40K-75K,Emerging Affluent,Very Good,10+ Years,57500,12.0,760
CUST002827,OH,55-64,200K+,Mass Market,Good,3-5 Years,240000,4.0,700
CUST002828,OR,35-44,40K-75K,Mass Market,Fair,0-1 Years,57500,0.5,630
CUST002829,GA,45-54,200K+,Mass Market,Very Good,0-1 Years,240000,0.5,760
CUST002830,AZ,35-44,200K+,Mass Market,Good,1-3 Years,240000,2.0,700
CUST002831,PA,18-24,75K-125K,Affluent,Poor,3-5 Years,100000,4.0,560
CUST002832,OH,45-54,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST002833,WA,55-64,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST002834,TN,35-44,40K-75K,Mass Market,Good,0-1 Years,57500,0.5,700
CUST002835,GA,45-54,40K-75K,Mass Market,Fair,5-10 Years,57500,7.0,630
CUST002836,CO,18-24,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST002837,IL,35-44,Under 40K,Mass Market,Excellent,0-1 Years,30000,0.5,810
CUST002838,MI,25-34,75K-125K,Mass Market,Very Good,5-10 Years,100000,7.0,760
CUST002839,OH,45-54,75K-125K,Affluent,Fair,3-5 Years,100000,4.0,630
CUST002840,MI,55-64,40K-75K,Mass Market,Very Good,5-10 Years,57500,7.0,760
CUST002841,CA,25-34,Under 40K,Affluent,Good,5-10 Years,30000,7.0,700
CUST002842,CA,55-64,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST002843,IL,45-54,40K-75K,Mass Market,Poor,1-3 Years,57500,2.0,560
CUST002844,MN,18-24,75K-125K,Emerging Affluent,Fair,5-10 Years,100000,7.0,630
CUST002845,NC,55-64,40K-75K,Affluent,Good,1-3 Years,57500,2.0,700
CUST002846,MN,18-24,125K-200K,Affluent,Very Good,5-10 Years,160000,7.0,760
CUST002847,CA,18-24,125K-200K,Mass Market,Good,3-5 Years,160000,4.0,700
CUST002848,NJ,55-64,40K-75K,Mass Market,Fair,10+ Years,57500,12.0,630
CUST002849,NJ,25-34,40K-75K,Affluent,Fair,3-5 Years,57500,4.0,630
CUST002850,TX,45-54,40K-75K,Emerging Affluent,Good,5-10 Years,57500,7.0,700
CUST002851,PA,18-24,75K-125K,Emerging Affluent,Very Good,5-10 Years,100000,7.0,760
CUST002852,GA,45-54,Under 40K,Mass Market,Excellent,3-5 Years,30000,4.0,810
CUST002853,OR,55-64,75K-125K,Affluent,Good,3-5 Years,100000,4.0,700
CUST002854,NC,35-44,75K-125K,Affluent,Very Good,5-10 Years,100000,7.0,760
CUST002855,GA,65+,40K-75K,Mass Market,Fair,3-5 Years,57500,4.0,630
CUST002856,MD,55-64,75K-125K,Mass Market,Fair,5-10 Years,100000,7.0,630
CUST002857,IL,35-44,200K+,Emerging Affluent,Fair,0-1 Years,240000,0.5,630
CUST002858,OR,55-64,75K-125K,Emerging Affluent,Fair,1-3 Years,100000,2.0,630
CUST002859,MA,55-64,Under 40K,Mass Market,Very Good,3-5 Years,30000,4.0,760
CUST002860,MN,35-44,125K-200K,Small Business,Good,10+ Years,160000,12.0,700
CUST002861,FL,55-64,125K-200K,Emerging Affluent,Good,1-3 Years,160000,2.0,700
CUST002862,MA,25-34,125K-200K,Mass Market,Fair,10+ Years,160000,12.0,630
CUST002863,MA,18-24,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST002864,MI,35-44,75K-125K,Emerging Affluent,Good,5-10 Years,100000,7.0,700
CUST002865,OH,45-54,Under 40K,Mass Market,Very Good,1-3 Years,30000,2.0,760
CUST002866,VA,55-64,40K-75K,Affluent,Fair,3-5 Years,57500,4.0,630
CUST002867,MI,45-54,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST002868,VA,25-34,75K-125K,Emerging Affluent,Good,0-1 Years,100000,0.5,700
CUST002869,NY,25-34,125K-200K,Emerging Affluent,Very Good,5-10 Years,160000,7.0,760
CUST002870,WA,18-24,75K-125K,Small Business,Good,5-10 Years,100000,7.0,700
CUST002871,OH,18-24,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST002872,OH,35-44,Under 40K,Mass Market,Very Good,3-5 Years,30000,4.0,760
CUST002873,NC,35-44,Under 40K,Mass Market,Very Good,10+ Years,30000,12.0,760
CUST002874,NC,55-64,75K-125K,Emerging Affluent,Excellent,10+ Years,100000,12.0,810
CUST002875,OR,18-24,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST002876,TN,25-34,75K-125K,Mass Market,Very Good,1-3 Years,100000,2.0,760
CUST002877,TN,55-64,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST002878,MA,45-54,75K-125K,Mass Market,Good,3-5 Years,100000,4.0,700
CUST002879,TX,35-44,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST002880,NJ,35-44,200K+,Emerging Affluent,Good,5-10 Years,240000,7.0,700
CUST002881,OR,18-24,125K-200K,Mass Market,Good,10+ Years,160000,12.0,700
CUST002882,CA,35-44,40K-75K,Emerging Affluent,Fair,0-1 Years,57500,0.5,630
CUST002883,MN,25-34,125K-200K,Emerging Affluent,Good,10+ Years,160000,12.0,700
CUST002884,TN,45-54,125K-200K,Mass Market,Poor,10+ Years,160000,12.0,560
CUST002885,CA,55-64,75K-125K,Small Business,Good,10+ Years,100000,12.0,700
CUST002886,MI,55-64,40K-75K,Mass Market,Excellent,0-1 Years,57500,0.5,810
CUST002887,MD,35-44,75K-125K,Emerging Affluent,Fair,1-3 Years,100000,2.0,630
CUST002888,FL,25-34,Under 40K,Mass Market,Very Good,5-10 Years,30000,7.0,760
CUST002889,WA,25-34,75K-125K,Emerging Affluent,Excellent,3-5 Years,100000,4.0,810
CUST002890,NY,25-34,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST002891,GA,55-64,125K-200K,Affluent,Good,5-10 Years,160000,7.0,700
CUST002892,NY,65+,Under 40K,Mass Market,Very Good,1-3 Years,30000,2.0,760
CUST002893,NJ,25-34,75K-125K,Mass Market,Very Good,1-3 Years,100000,2.0,760
CUST002894,OH,35-44,Under 40K,Mass Market,Excellent,0-1 Years,30000,0.5,810
CUST002895,WA,25-34,75K-125K,Mass Market,Good,0-1 Years,100000,0.5,700
CUST002896,WA,25-34,Under 40K,Affluent,Good,1-3 Years,30000,2.0,700
CUST002897,NY,65+,75K-125K,Affluent,Excellent,1-3 Years,100000,2.0,810
CUST002898,GA,18-24,75K-125K,Small Business,Very Good,1-3 Years,100000,2.0,760
CUST002899,TN,45-54,40K-75K,Mass Market,Good,1-3 Years,57500,2.0,700
CUST002900,NJ,65+,125K-200K,Mass Market,Good,0-1 Years,160000,0.5,700
CUST002901,NJ,65+,75K-125K,Emerging Affluent,Poor,0-1 Years,100000,0.5,560
CUST002902,CA,65+,75K-125K,Affluent,Excellent,0-1 Years,100000,0.5,810
CUST002903,CO,25-34,40K-75K,Emerging Affluent,Poor,1-3 Years,57500,2.0,560
CUST002904,AZ,18-24,75K-125K,Mass Market,Poor,0-1 Years,100000,0.5,560
CUST002905,CA,45-54,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST002906,PA,55-64,75K-125K,Mass Market,Very Good,5-10 Years,100000,7.0,760
CUST002907,OR,55-64,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST002908,MI,25-34,125K-200K,Mass Market,Good,1-3 Years,160000,2.0,700
CUST002909,MN,55-64,40K-75K,Emerging Affluent,Excellent,5-10 Years,57500,7.0,810
CUST002910,IL,65+,200K+,Mass Market,Good,3-5 Years,240000,4.0,700
CUST002911,NJ,55-64,75K-125K,Mass Market,Fair,0-1 Years,100000,0.5,630
CUST002912,NC,55-64,75K-125K,Mass Market,Very Good,0-1 Years,100000,0.5,760
CUST002913,PA,25-34,125K-200K,Emerging Affluent,Good,1-3 Years,160000,2.0,700
CUST002914,TN,35-44,125K-200K,Mass Market,Poor,10+ Years,160000,12.0,560
CUST002915,GA,35-44,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST002916,VA,55-64,125K-200K,Mass Market,Good,10+ Years,160000,12.0,700
CUST002917,NC,55-64,40K-75K,Small Business,Excellent,10+ Years,57500,12.0,810
CUST002918,CO,35-44,Under 40K,Mass Market,Good,3-5 Years,30000,4.0,700
CUST002919,CA,65+,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST002920,MD,35-44,40K-75K,Mass Market,Fair,5-10 Years,57500,7.0,630
CUST002921,NC,18-24,125K-200K,Affluent,Good,0-1 Years,160000,0.5,700
CUST002922,CA,45-54,75K-125K,Emerging Affluent,Excellent,0-1 Years,100000,0.5,810
CUST002923,MA,65+,40K-75K,Mass Market,Good,5-10 Years,57500,7.0,700
CUST002924,WA,25-34,125K-200K,Emerging Affluent,Good,1-3 Years,160000,2.0,700
CUST002925,GA,25-34,Under 40K,Emerging Affluent,Good,1-3 Years,30000,2.0,700
CUST002926,FL,45-54,Under 40K,Mass Market,Poor,0-1 Years,30000,0.5,560
CUST002927,NY,25-34,125K-200K,Emerging Affluent,Excellent,1-3 Years,160000,2.0,810
CUST002928,VA,18-24,125K-200K,Emerging Affluent,Very Good,0-1 Years,160000,0.5,760
CUST002929,OR,25-34,40K-75K,Emerging Affluent,Fair,10+ Years,57500,12.0,630
CUST002930,MI,25-34,75K-125K,Emerging Affluent,Poor,1-3 Years,100000,2.0,560
CUST002931,NY,18-24,40K-75K,Mass Market,Fair,5-10 Years,57500,7.0,630
CUST002932,PA,65+,75K-125K,Emerging Affluent,Good,0-1 Years,100000,0.5,700
CUST002933,MD,45-54,125K-200K,Mass Market,Excellent,1-3 Years,160000,2.0,810
CUST002934,TX,25-34,40K-75K,Emerging Affluent,Fair,10+ Years,57500,12.0,630
CUST002935,MN,18-24,40K-75K,Affluent,Excellent,3-5 Years,57500,4.0,810
CUST002936,MD,45-54,200K+,Mass Market,Poor,1-3 Years,240000,2.0,560
CUST002937,WA,55-64,200K+,Small Business,Good,5-10 Years,240000,7.0,700
CUST002938,OR,65+,40K-75K,Emerging Affluent,Fair,1-3 Years,57500,2.0,630
CUST002939,MI,35-44,Under 40K,Mass Market,Poor,3-5 Years,30000,4.0,560
CUST002940,TN,45-54,75K-125K,Emerging Affluent,Good,3-5 Years,100000,4.0,700
CUST002941,PA,18-24,75K-125K,Emerging Affluent,Good,0-1 Years,100000,0.5,700
CUST002942,IL,65+,40K-75K,Emerging Affluent,Fair,10+ Years,57500,12.0,630
CUST002943,NJ,45-54,75K-125K,Mass Market,Good,10+ Years,100000,12.0,700
CUST002944,WA,55-64,Under 40K,Mass Market,Good,5-10 Years,30000,7.0,700
CUST002945,MI,35-44,Under 40K,Mass Market,Good,0-1 Years,30000,0.5,700
CUST002946,TX,25-34,40K-75K,Mass Market,Excellent,1-3 Years,57500,2.0,810
CUST002947,OR,35-44,40K-75K,Emerging Affluent,Very Good,5-10 Years,57500,7.0,760
CUST002948,CA,45-54,Under 40K,Emerging Affluent,Good,10+ Years,30000,12.0,700
CUST002949,NY,18-24,75K-125K,Mass Market,Very Good,10+ Years,100000,12.0,760
CUST002950,MN,35-44,Under 40K,Emerging Affluent,Good,10+ Years,30000,12.0,700
CUST002951,CO,25-34,Under 40K,Affluent,Fair,1-3 Years,30000,2.0,630
CUST002952,CO,25-34,Under 40K,Affluent,Good,5-10 Years,30000,7.0,700
CUST002953,VA,35-44,125K-200K,Mass Market,Very Good,3-5 Years,160000,4.0,760
CUST002954,AZ,55-64,125K-200K,Mass Market,Good,5-10 Years,160000,7.0,700
CUST002955,WA,25-34,40K-75K,Mass Market,Very Good,3-5 Years,57500,4.0,760
CUST002956,CA,55-64,125K-200K,Mass Market,Good,3-5 Years,160000,4.0,700
CUST002957,CO,25-34,200K+,Affluent,Very Good,0-1 Years,240000,0.5,760
CUST002958,MA,25-34,125K-200K,Affluent,Fair,5-10 Years,160000,7.0,630
CUST002959,WA,25-34,40K-75K,Small Business,Fair,5-10 Years,57500,7.0,630
CUST002960,MI,18-24,125K-200K,Mass Market,Fair,3-5 Years,160000,4.0,630
CUST002961,MN,45-54,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST002962,VA,35-44,75K-125K,Mass Market,Good,5-10 Years,100000,7.0,700
CUST002963,OH,45-54,40K-75K,Small Business,Fair,5-10 Years,57500,7.0,630
CUST002964,PA,35-44,Under 40K,Mass Market,Excellent,1-3 Years,30000,2.0,810
CUST002965,OH,35-44,75K-125K,Emerging Affluent,Excellent,0-1 Years,100000,0.5,810
CUST002966,MN,45-54,Under 40K,Affluent,Good,1-3 Years,30000,2.0,700
CUST002967,MN,25-34,200K+,Mass Market,Poor,0-1 Years,240000,0.5,560
CUST002968,IL,25-34,75K-125K,Mass Market,Poor,1-3 Years,100000,2.0,560
CUST002969,FL,45-54,75K-125K,Emerging Affluent,Very Good,1-3 Years,100000,2.0,760
CUST002970,FL,18-24,Under 40K,Mass Market,Excellent,5-10 Years,30000,7.0,810
CUST002971,NJ,65+,125K-200K,Emerging Affluent,Poor,10+ Years,160000,12.0,560
CUST002972,MA,45-54,75K-125K,Emerging Affluent,Very Good,5-10 Years,100000,7.0,760
CUST002973,FL,25-34,75K-125K,Small Business,Good,5-10 Years,100000,7.0,700
CUST002974,FL,25-34,Under 40K,Emerging Affluent,Good,10+ Years,30000,12.0,700
CUST002975,FL,45-54,Under 40K,Mass Market,Fair,10+ Years,30000,12.0,630
CUST002976,MA,35-44,40K-75K,Affluent,Good,3-5 Years,57500,4.0,700
CUST002977,CO,45-54,125K-200K,Mass Market,Very Good,1-3 Years,160000,2.0,760
CUST002978,FL,35-44,40K-75K,Affluent,Fair,3-5 Years,57500,4.0,630
CUST002979,CA,55-64,75K-125K,Emerging Affluent,Excellent,0-1 Years,100000,0.5,810
CUST002980,MN,35-44,40K-75K,Emerging Affluent,Excellent,1-3 Years,57500,2.0,810
CUST002981,TN,25-34,200K+,Mass Market,Fair,10+ Years,240000,12.0,630
CUST002982,IL,55-64,Under 40K,Mass Market,Fair,3-5 Years,30000,4.0,630
CUST002983,NJ,65+,40K-75K,Mass Market,Poor,3-5 Years,57500,4.0,560
CUST002984,NY,65+,40K-75K,Small Business,Good,10+ Years,57500,12.0,700
CUST002985,OH,35-44,75K-125K,Affluent,Fair,3-5 Years,100000,4.0,630
CUST002986,NC,35-44,Under 40K,Emerging Affluent,Very Good,5-10 Years,30000,7.0,760
CUST002987,MD,45-54,40K-75K,Mass Market,Excellent,5-10 Years,57500,7.0,810
CUST002988,MD,55-64,75K-125K,Mass Market,Good,1-3 Years,100000,2.0,700
CUST002989,TX,35-44,40K-75K,Mass Market,Fair,0-1 Years,57500,0.5,630
CUST002990,VA,18-24,200K+,Mass Market,Very Good,5-10 Years,240000,7.0,760
CUST002991,MN,65+,75K-125K,Mass Market,Very Good,0-1 Years,100000,0.5,760
CUST002992,MD,55-64,75K-125K,Small Business,Good,3-5 Years,100000,4.0,700
CUST002993,PA,65+,75K-125K,Emerging Affluent,Excellent,1-3 Years,100000,2.0,810
